BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
gb126_c01684_NODE_16...region001	c01684_NODE_16..	NODE_1684_length_17073_cov_12.980139	bacteriocin	RiPPs		
gb126_c01726_NODE_17...region001	c01726_NODE_17..	NODE_1726_length_16918_cov_9.127024	NRPS-like	NRPS		
gb126_c01929_NODE_19...region001	c01929_NODE_19..	NODE_1929_length_16043_cov_8.447586	terpene	Terpene		
gb126_c02086_NODE_20...region001	c02086_NODE_20..	NODE_2086_length_15489_cov_11.991123	terpene	Terpene		
gb126_c02146_NODE_21...region001	c02146_NODE_21..	NODE_2146_length_15305_cov_18.945574	terpene	Terpene		
gb126_c02292_NODE_22...region001	c02292_NODE_22..	NODE_2292_length_14871_cov_17.613188	NRPS-like	NRPS		
gb126_c02333_NODE_23...region001	c02333_NODE_23..	NODE_2333_length_14770_cov_5.931566	terpene	Terpene		
gb126_c02338_NODE_23...region001	c02338_NODE_23..	NODE_2338_length_14747_cov_14.797373	NRPS-like	NRPS		
gb126_c02387_NODE_23...region001	c02387_NODE_23..	NODE_2387_length_14562_cov_9.573861	NRPS-like	NRPS		
gb126_c02427_NODE_24...region001	c02427_NODE_24..	NODE_2427_length_14464_cov_9.396211	terpene	Terpene		
gb126_c02707_NODE_27...region001	c02707_NODE_27..	NODE_2707_length_13738_cov_11.947965	terpene	Terpene		
gb126_c02763_NODE_27...region001	c02763_NODE_27..	NODE_2763_length_13586_cov_6.280763	terpene	Terpene		
gb126_c02781_NODE_27...region001	c02781_NODE_27..	NODE_2781_length_13549_cov_18.941307	terpene	Terpene		
gb126_c02970_NODE_29...region001	c02970_NODE_29..	NODE_2970_length_13108_cov_23.234812	terpene	Terpene		
gb126_c03009_NODE_30...region001	c03009_NODE_30..	NODE_3009_length_13011_cov_3.661084	terpene	Terpene		
gb126_c03145_NODE_31...region001	c03145_NODE_31..	NODE_3145_length_12713_cov_7.760468	NRPS-like	NRPS		
gb126_c03496_NODE_34...region001	c03496_NODE_34..	NODE_3496_length_12123_cov_12.375539	terpene	Terpene		
gb126_c03497_NODE_34...region001	c03497_NODE_34..	NODE_3497_length_12121_cov_4.146113	terpene	Terpene		
gb126_c03525_NODE_35...region001	c03525_NODE_35..	NODE_3525_length_12060_cov_7.514869	terpene	Terpene		
gb126_c03732_NODE_37...region001	c03732_NODE_37..	NODE_3732_length_11763_cov_3.841134	NRPS-like	NRPS		
gb126_c03793_NODE_37...region001	c03793_NODE_37..	NODE_3793_length_11666_cov_4.827922	terpene	Terpene		
gb126_c03923_NODE_39...region001	c03923_NODE_39..	NODE_3923_length_11448_cov_4.136136	terpene	Terpene		
gb126_c03936_NODE_39...region001	c03936_NODE_39..	NODE_3936_length_11422_cov_14.529075	terpene	Terpene		
gb126_c04137_NODE_41...region001	c04137_NODE_41..	NODE_4137_length_11145_cov_4.059603	terpene	Terpene		
gb126_c04161_NODE_41...region001	c04161_NODE_41..	NODE_4161_length_11102_cov_5.323436	NRPS-like	NRPS		
gb126_c04164_NODE_41...region001	c04164_NODE_41..	NODE_4164_length_11096_cov_4.237569	terpene	Terpene		
gb126_c04205_NODE_42...region001	c04205_NODE_42..	NODE_4205_length_11045_cov_7.491447	T3PKS	PKSother		
gb126_c04279_NODE_42...region001	c04279_NODE_42..	NODE_4279_length_10946_cov_5.149940	terpene	Terpene		
gb126_c04388_NODE_43...region001	c04388_NODE_43..	NODE_4388_length_10788_cov_3.845057	phosphonate	Others		
gb126_c04457_NODE_44...region001	c04457_NODE_44..	NODE_4457_length_10714_cov_5.121681	NRPS-like	NRPS		
gb126_c04601_NODE_46...region001	c04601_NODE_46..	NODE_4601_length_10550_cov_9.786184	LAP.bacteriocin	RiPPs		
gb126_c04674_NODE_46...region001	c04674_NODE_46..	NODE_4674_length_10463_cov_33.756726	bacteriocin	RiPPs		
gb126_c04850_NODE_48...region001	c04850_NODE_48..	NODE_4850_length_10245_cov_11.494995	NRPS-like	NRPS		
gb126_c04916_NODE_49...region001	c04916_NODE_49..	NODE_4916_length_10174_cov_4.206542	terpene	Terpene		
gb126_c05016_NODE_50...region001	c05016_NODE_50..	NODE_5016_length_10068_cov_14.368022	terpene	Terpene		
gb126_c05132_NODE_51...region001	c05132_NODE_51..	NODE_5132_length_9942_cov_15.475776	betalactone	Others		
gb126_c05207_NODE_52...region001	c05207_NODE_52..	NODE_5207_length_9884_cov_4.397497	terpene	Terpene		
gb126_c05360_NODE_53...region001	c05360_NODE_53..	NODE_5360_length_9722_cov_4.992242	NRPS-like	NRPS		
gb126_c05515_NODE_55...region001	c05515_NODE_55..	NODE_5515_length_9562_cov_5.850952	terpene	Terpene		
gb126_c05522_NODE_55...region001	c05522_NODE_55..	NODE_5522_length_9558_cov_5.333684	NRPS-like	NRPS		
gb126_c05546_NODE_55...region001	c05546_NODE_55..	NODE_5546_length_9540_cov_4.381444	NRPS-like	NRPS		
gb126_c06214_NODE_62...region001	c06214_NODE_62..	NODE_6214_length_8946_cov_9.111124	terpene	Terpene		
gb126_c06380_NODE_63...region001	c06380_NODE_63..	NODE_6380_length_8816_cov_5.635886	NRPS-like	NRPS		
gb126_c06444_NODE_64...region001	c06444_NODE_64..	NODE_6444_length_8776_cov_6.511753	terpene	Terpene		
gb126_c06597_NODE_65...region001	c06597_NODE_65..	NODE_6597_length_8645_cov_5.808498	lassopeptide	RiPPs		
gb126_c06625_NODE_66...region001	c06625_NODE_66..	NODE_6625_length_8619_cov_3.587342	terpene	Terpene		
gb126_c06773_NODE_67...region001	c06773_NODE_67..	NODE_6773_length_8528_cov_4.123451	NRPS-like	NRPS		
gb126_c06817_NODE_68...region001	c06817_NODE_68..	NODE_6817_length_8500_cov_12.845708	hglE-KS	PKSother		
gb126_c06887_NODE_68...region001	c06887_NODE_68..	NODE_6887_length_8457_cov_5.955606	betalactone	Others		
gb126_c06910_NODE_69...region001	c06910_NODE_69..	NODE_6910_length_8442_cov_6.447121	terpene	Terpene		
gb126_c07066_NODE_70...region001	c07066_NODE_70..	NODE_7066_length_8345_cov_6.250060	T1PKS	PKSI		
gb126_c07280_NODE_72...region001	c07280_NODE_72..	NODE_7280_length_8196_cov_13.426606	T3PKS	PKSother		
gb126_c07306_NODE_73...region001	c07306_NODE_73..	NODE_7306_length_8183_cov_4.698081	NRPS	NRPS		
gb126_c07700_NODE_77...region001	c07700_NODE_77..	NODE_7700_length_7945_cov_55.403042	NRPS-like	NRPS		
gb126_c07811_NODE_78...region001	c07811_NODE_78..	NODE_7811_length_7888_cov_4.721563	NRPS-like	NRPS		
gb126_c08041_NODE_80...region001	c08041_NODE_80..	NODE_8041_length_7756_cov_4.014154	bacteriocin	RiPPs		
gb126_c08048_NODE_80...region001	c08048_NODE_80..	NODE_8048_length_7751_cov_5.699454	phosphonate	Others		
gb126_c08114_NODE_81...region001	c08114_NODE_81..	NODE_8114_length_7716_cov_22.150111	terpene	Terpene		
gb126_c08138_NODE_81...region001	c08138_NODE_81..	NODE_8138_length_7701_cov_5.506932	lassopeptide	RiPPs		
gb126_c08141_NODE_81...region001	c08141_NODE_81..	NODE_8141_length_7698_cov_47.306686	bacteriocin	RiPPs		
gb126_c08203_NODE_82...region001	c08203_NODE_82..	NODE_8203_length_7663_cov_4.175736	bacteriocin	RiPPs		
gb126_c08399_NODE_83...region001	c08399_NODE_83..	NODE_8399_length_7570_cov_6.995077	NRPS-like	NRPS		
gb126_c08561_NODE_85...region001	c08561_NODE_85..	NODE_8561_length_7495_cov_11.016398	NRPS-like	NRPS		
gb126_c08895_NODE_88...region001	c08895_NODE_88..	NODE_8895_length_7336_cov_6.334981	NRPS-like	NRPS		
gb126_c08996_NODE_89...region001	c08996_NODE_89..	NODE_8996_length_7283_cov_16.071389	terpene	Terpene		
gb126_c09042_NODE_90...region001	c09042_NODE_90..	NODE_9042_length_7264_cov_4.732834	NRPS-like	NRPS		
gb126_c09054_NODE_90...region001	c09054_NODE_90..	NODE_9054_length_7260_cov_5.311173	terpene	Terpene		
gb126_c09102_NODE_91...region001	c09102_NODE_91..	NODE_9102_length_7233_cov_12.362357	bacteriocin	RiPPs		
gb126_c09194_NODE_91...region001	c09194_NODE_91..	NODE_9194_length_7186_cov_6.106437	NRPS-like	NRPS		
gb126_c09311_NODE_93...region001	c09311_NODE_93..	NODE_9311_length_7138_cov_15.230270	terpene	Terpene		
gb126_c09592_NODE_95...region001	c09592_NODE_95..	NODE_9592_length_7021_cov_8.327591	phosphonate	Others		
gb126_c09825_NODE_98...region001	c09825_NODE_98..	NODE_9825_length_6914_cov_73.715556	T3PKS	PKSother		
gb126_c09881_NODE_98...region001	c09881_NODE_98..	NODE_9881_length_6897_cov_4.634025	terpene	Terpene		
gb126_c09929_NODE_99...region001	c09929_NODE_99..	NODE_9929_length_6879_cov_12.636137	terpene	Terpene		
gb126_c10138_NODE_10...region001	c10138_NODE_10..	NODE_10138_length_6791_cov_6.740944	NRPS-like	NRPS		
gb126_c10251_NODE_10...region001	c10251_NODE_10..	NODE_10251_length_6751_cov_11.432497	NRPS-like	NRPS		
gb126_c10327_NODE_10...region001	c10327_NODE_10..	NODE_10327_length_6718_cov_5.037220	T1PKS	PKSI		
gb126_c10414_NODE_10...region001	c10414_NODE_10..	NODE_10414_length_6684_cov_13.320410	terpene	Terpene		
gb126_c10464_NODE_10...region001	c10464_NODE_10..	NODE_10464_length_6668_cov_6.592772	bacteriocin	RiPPs		
gb126_c10587_NODE_10...region001	c10587_NODE_10..	NODE_10587_length_6621_cov_6.790588	T1PKS	PKSI		
gb126_c10692_NODE_10...region001	c10692_NODE_10..	NODE_10692_length_6587_cov_4.133037	NRPS-like	NRPS		
gb126_c11123_NODE_11...region001	c11123_NODE_11..	NODE_11123_length_6417_cov_9.122289	hglE-KS	PKSother		
gb126_c11162_NODE_11...region001	c11162_NODE_11..	NODE_11162_length_6399_cov_3.218474	betalactone	Others		
gb126_c11337_NODE_11...region001	c11337_NODE_11..	NODE_11337_length_6342_cov_3.933991	terpene	Terpene		
gb126_c11491_NODE_11...region001	c11491_NODE_11..	NODE_11491_length_6290_cov_13.105213	bacteriocin	RiPPs		
gb126_c11548_NODE_11...region001	c11548_NODE_11..	NODE_11548_length_6271_cov_4.514961	terpene	Terpene		
gb126_c11554_NODE_11...region001	c11554_NODE_11..	NODE_11554_length_6269_cov_4.568394	terpene	Terpene		
gb126_c11686_NODE_11...region001	c11686_NODE_11..	NODE_11686_length_6231_cov_4.168232	terpene	Terpene		
gb126_c11778_NODE_11...region001	c11778_NODE_11..	NODE_11778_length_6204_cov_11.511140	T3PKS	PKSother		
gb126_c11887_NODE_11...region001	c11887_NODE_11..	NODE_11887_length_6166_cov_9.788578	NRPS-like	NRPS		
gb126_c11948_NODE_11...region001	c11948_NODE_11..	NODE_11948_length_6150_cov_5.917637	NRPS-like	NRPS		
gb126_c12124_NODE_12...region001	c12124_NODE_12..	NODE_12124_length_6103_cov_42.382937	NRPS-like	NRPS		
gb126_c12127_NODE_12...region001	c12127_NODE_12..	NODE_12127_length_6103_cov_5.452381	NRPS-like	NRPS		
gb126_c12535_NODE_12...region001	c12535_NODE_12..	NODE_12535_length_5983_cov_3.523785	terpene	Terpene		
gb126_c13260_NODE_13...region001	c13260_NODE_13..	NODE_13260_length_5787_cov_7.196267	terpene	Terpene		
gb126_c13656_NODE_13...region001	c13656_NODE_13..	NODE_13656_length_5693_cov_3.077155	terpene	Terpene		
gb126_c13875_NODE_13...region001	c13875_NODE_13..	NODE_13875_length_5642_cov_9.406479	terpene	Terpene		
gb126_c14114_NODE_14...region001	c14114_NODE_14..	NODE_14114_length_5581_cov_13.366269	terpene	Terpene		
gb126_c14266_NODE_14...region001	c14266_NODE_14..	NODE_14266_length_5546_cov_4.417228	bacteriocin	RiPPs		
gb126_c14485_NODE_14...region001	c14485_NODE_14..	NODE_14485_length_5500_cov_3.846648	terpene	Terpene		
gb126_c14838_NODE_14...region001	c14838_NODE_14..	NODE_14838_length_5417_cov_3.229579	NRPS-like	NRPS		
gb126_c14908_NODE_14...region001	c14908_NODE_14..	NODE_14908_length_5402_cov_6.120254	T1PKS	PKSI		
gb126_c14977_NODE_14...region001	c14977_NODE_14..	NODE_14977_length_5387_cov_5.214554	indole	Others		
gb126_c15033_NODE_15...region001	c15033_NODE_15..	NODE_15033_length_5373_cov_4.080105	terpene	Terpene		
gb126_c15194_NODE_15...region001	c15194_NODE_15..	NODE_15194_length_5336_cov_9.847377	terpene	Terpene		
gb126_c15278_NODE_15...region001	c15278_NODE_15..	NODE_15278_length_5318_cov_45.796314	terpene	Terpene		
gb126_c15279_NODE_15...region001	c15279_NODE_15..	NODE_15279_length_5318_cov_5.138514	NRPS-like	NRPS		
gb126_c15387_NODE_15...region001	c15387_NODE_15..	NODE_15387_length_5295_cov_3.976336	ectoine	Others		
gb126_c15768_NODE_15...region001	c15768_NODE_15..	NODE_15768_length_5220_cov_3.039690	NRPS-like	NRPS		
gb126_c15907_NODE_15...region001	c15907_NODE_15..	NODE_15907_length_5188_cov_9.744009	terpene	Terpene		
gb126_c15960_NODE_15...region001	c15960_NODE_15..	NODE_15960_length_5179_cov_3.354411	NRPS-like	NRPS		
gb126_c16054_NODE_16...region001	c16054_NODE_16..	NODE_16054_length_5163_cov_3.650940	terpene	Terpene		
gb126_c16128_NODE_16...region001	c16128_NODE_16..	NODE_16128_length_5150_cov_19.146614	NRPS-like	NRPS		
gb126_c16182_NODE_16...region001	c16182_NODE_16..	NODE_16182_length_5140_cov_8.329990	terpene	Terpene		
gb126_c16235_NODE_16...region001	c16235_NODE_16..	NODE_16235_length_5131_cov_4.547675	terpene	Terpene		
gb126_c16324_NODE_16...region001	c16324_NODE_16..	NODE_16324_length_5114_cov_3.872900	NRPS-like	NRPS		
gb126_c16439_NODE_16...region001	c16439_NODE_16..	NODE_16439_length_5093_cov_4.970226	terpene	Terpene		
gb126_c16797_NODE_16...region001	c16797_NODE_16..	NODE_16797_length_5023_cov_9.508052	T1PKS	PKSI		
gb126_c16835_NODE_16...region001	c16835_NODE_16..	NODE_16835_length_5018_cov_5.014306	bacteriocin	RiPPs		
gb126_c16941_NODE_16...region001	c16941_NODE_16..	NODE_16941_length_5001_cov_9.411039	NRPS-like	NRPS		
gb126_c17088_NODE_17...region001	c17088_NODE_17..	NODE_17088_length_4978_cov_4.885233	terpene	Terpene		
gb126_c17380_NODE_17...region001	c17380_NODE_17..	NODE_17380_length_4931_cov_4.634947	T3PKS	PKSother		
gb126_c17567_NODE_17...region001	c17567_NODE_17..	NODE_17567_length_4900_cov_3.963055	terpene	Terpene		
gb126_c17671_NODE_17...region001	c17671_NODE_17..	NODE_17671_length_4885_cov_4.956729	bacteriocin	RiPPs		
gb126_c17896_NODE_17...region001	c17896_NODE_17..	NODE_17896_length_4852_cov_4.186366	NRPS-like	NRPS		
gb126_c17945_NODE_17...region001	c17945_NODE_17..	NODE_17945_length_4844_cov_4.083107	NRPS-like	NRPS		
gb126_c18172_NODE_18...region001	c18172_NODE_18..	NODE_18172_length_4812_cov_6.291570	terpene	Terpene		
gb126_c18321_NODE_18...region001	c18321_NODE_18..	NODE_18321_length_4791_cov_51.952703	NRPS-like	NRPS		
gb126_c19073_NODE_19...region001	c19073_NODE_19..	NODE_19073_length_4678_cov_4.674238	terpene	Terpene		
gb126_c19646_NODE_19...region001	c19646_NODE_19..	NODE_19646_length_4598_cov_5.202729	T3PKS	PKSother		
gb126_c22096_NODE_22...region001	c22096_NODE_22..	NODE_22096_length_4271_cov_3.147296	NRPS	NRPS		
gb126_c22915_NODE_22...region001	c22915_NODE_22..	NODE_22915_length_4181_cov_4.213524	terpene	Terpene		
gb126_c23164_NODE_23...region001	c23164_NODE_23..	NODE_23164_length_4153_cov_5.561493	T1PKS	PKSI		
gb126_c23427_NODE_23...region001	c23427_NODE_23..	NODE_23427_length_4124_cov_47.030966	NRPS-like	NRPS		
gb126_c23592_NODE_23...region001	c23592_NODE_23..	NODE_23592_length_4104_cov_3.150654	NRPS-like	NRPS		
gb126_c23996_NODE_23...region001	c23996_NODE_23..	NODE_23996_length_4062_cov_4.217619	terpene	Terpene		
gb126_c24039_NODE_24...region001	c24039_NODE_24..	NODE_24039_length_4058_cov_3.522858	terpene	Terpene		
gb126_c24090_NODE_24...region001	c24090_NODE_24..	NODE_24090_length_4051_cov_9.842092	terpene	Terpene		
gb1_c00010_NODE_10...region001	c00010_NODE_10..	NODE_10_length_93263_cov_10.262123	NRPS-like	NRPS		
gb1_c00011_NODE_11...region001	c00011_NODE_11..	NODE_11_length_91891_cov_14.203885	terpene	Terpene		
gb1_c00026_NODE_26...region001	c00026_NODE_26..	NODE_26_length_69524_cov_13.035498	terpene	Terpene		
gb1_c00032_NODE_32...region001	c00032_NODE_32..	NODE_32_length_66698_cov_12.897199	terpene	Terpene		
gb1_c00049_NODE_49...region001	c00049_NODE_49..	NODE_49_length_60878_cov_14.315555	NRPS-like	NRPS		
gb1_c00103_NODE_10...region001	c00103_NODE_10..	NODE_103_length_49520_cov_7.051653	NRPS-like	NRPS		
gb1_c00107_NODE_10...region001	c00107_NODE_10..	NODE_107_length_49171_cov_10.567819	terpene	Terpene		
gb1_c00140_NODE_14...region001	c00140_NODE_14..	NODE_140_length_44749_cov_6.504922	terpene	Terpene		
gb1_c00142_NODE_14...region001	c00142_NODE_14..	NODE_142_length_44600_cov_19.855966	betalactone	Others		
gb1_c00190_NODE_19...region001	c00190_NODE_19..	NODE_190_length_38522_cov_7.260483	NRPS-like	NRPS		
gb1_c00319_NODE_31...region001	c00319_NODE_31..	NODE_319_length_31563_cov_21.922591	terpene	Terpene		
gb1_c00322_NODE_32...region001	c00322_NODE_32..	NODE_322_length_31501_cov_11.008968	NRPS-like	NRPS		
gb1_c00325_NODE_32...region001	c00325_NODE_32..	NODE_325_length_31401_cov_22.337332	terpene	Terpene		
gb1_c00373_NODE_37...region001	c00373_NODE_37..	NODE_373_length_29904_cov_8.402895	terpene	Terpene		
gb1_c00411_NODE_41...region001	c00411_NODE_41..	NODE_411_length_28633_cov_4.693156	terpene	Terpene		
gb1_c00489_NODE_48...region001	c00489_NODE_48..	NODE_489_length_26678_cov_10.643466	terpene	Terpene		
gb1_c00510_NODE_51...region001	c00510_NODE_51..	NODE_510_length_26253_cov_13.983854	terpene	Terpene		
gb1_c00525_NODE_52...region001	c00525_NODE_52..	NODE_525_length_25955_cov_8.314093	butyrolactone.T1PKS	Others		
gb1_c00578_NODE_57...region001	c00578_NODE_57..	NODE_578_length_24982_cov_5.180126	terpene	Terpene		
gb1_c00609_NODE_60...region001	c00609_NODE_60..	NODE_609_length_24435_cov_6.720016	terpene	Terpene		
gb1_c00635_NODE_63...region001	c00635_NODE_63..	NODE_635_length_24060_cov_7.784628	bacteriocin	RiPPs		
gb1_c00648_NODE_64...region001	c00648_NODE_64..	NODE_648_length_23703_cov_19.471414	NRPS-like	NRPS		
gb1_c00659_NODE_65...region001	c00659_NODE_65..	NODE_659_length_23548_cov_5.062785	betalactone	Others		
gb1_c00749_NODE_74...region001	c00749_NODE_74..	NODE_749_length_22444_cov_7.778195	terpene	Terpene		
gb1_c00854_NODE_85...region001	c00854_NODE_85..	NODE_854_length_21076_cov_9.582941	terpene	Terpene		
gb1_c00916_NODE_91...region001	c00916_NODE_91..	NODE_916_length_20427_cov_6.389260	bacteriocin	RiPPs		
gb1_c00982_NODE_98...region001	c00982_NODE_98..	NODE_982_length_19876_cov_8.004944	terpene	Terpene		
gb1_c01026_NODE_10...region001	c01026_NODE_10..	NODE_1026_length_19499_cov_4.931753	terpene	Terpene		
gb1_c01173_NODE_11...region001	c01173_NODE_11..	NODE_1173_length_18317_cov_19.155350	terpene	Terpene		
gb1_c01218_NODE_12...region001	c01218_NODE_12..	NODE_1218_length_17998_cov_18.227387	T1PKS	PKSI		
gb1_c01239_NODE_12...region001	c01239_NODE_12..	NODE_1239_length_17882_cov_5.707298	phosphonate	Others		
gb1_c01263_NODE_12...region001	c01263_NODE_12..	NODE_1263_length_17755_cov_13.087062	bacteriocin	RiPPs		
gb1_c01303_NODE_13...region001	c01303_NODE_13..	NODE_1303_length_17507_cov_10.483096	NRPS-like	NRPS		
gb1_c01305_NODE_13...region001	c01305_NODE_13..	NODE_1305_length_17485_cov_5.378141	terpene	Terpene		
gb1_c01323_NODE_13...region001	c01323_NODE_13..	NODE_1323_length_17351_cov_7.275035	bacteriocin	RiPPs		
gb1_c01342_NODE_13...region001	c01342_NODE_13..	NODE_1342_length_17248_cov_6.705694	ectoine	Others		
gb1_c01353_NODE_13...region001	c01353_NODE_13..	NODE_1353_length_17221_cov_7.334091	terpene	Terpene		
gb1_c01428_NODE_14...region001	c01428_NODE_14..	NODE_1428_length_16861_cov_5.240331	T1PKS	PKSI		
gb1_c01465_NODE_14...region001	c01465_NODE_14..	NODE_1465_length_16637_cov_9.929924	terpene	Terpene		
gb1_c01576_NODE_15...region001	c01576_NODE_15..	NODE_1576_length_16008_cov_9.161474	terpene	Terpene		
gb1_c01601_NODE_16...region001	c01601_NODE_16..	NODE_1601_length_15869_cov_5.635703	terpene	Terpene		
gb1_c01609_NODE_16...region001	c01609_NODE_16..	NODE_1609_length_15849_cov_4.945612	terpene	Terpene		
gb1_c01611_NODE_16...region001	c01611_NODE_16..	NODE_1611_length_15845_cov_21.461621	NRPS-like	NRPS		
gb1_c01663_NODE_16...region001	c01663_NODE_16..	NODE_1663_length_15618_cov_14.247574	terpene	Terpene		
gb1_c01676_NODE_16...region001	c01676_NODE_16..	NODE_1676_length_15568_cov_13.130987	bacteriocin	RiPPs		
gb1_c01757_NODE_17...region001	c01757_NODE_17..	NODE_1757_length_15260_cov_19.885630	T1PKS	PKSI		
gb1_c01872_NODE_18...region001	c01872_NODE_18..	NODE_1872_length_14765_cov_20.958600	T1PKS	PKSI		
gb1_c01892_NODE_18...region001	c01892_NODE_18..	NODE_1892_length_14723_cov_8.625443	ladderane	Others		
gb1_c01940_NODE_19...region001	c01940_NODE_19..	NODE_1940_length_14584_cov_5.276137	T1PKS	PKSI		
gb1_c02073_NODE_20...region001	c02073_NODE_20..	NODE_2073_length_14145_cov_9.815188	terpene	Terpene		
gb1_c02086_NODE_20...region001	c02086_NODE_20..	NODE_2086_length_14116_cov_6.959747	NRPS-like	NRPS		
gb1_c02299_NODE_22...region001	c02299_NODE_22..	NODE_2299_length_13435_cov_5.861510	T3PKS	PKSother		
gb1_c02453_NODE_24...region001	c02453_NODE_24..	NODE_2453_length_13032_cov_16.814056	T1PKS	PKSI		
gb1_c02522_NODE_25...region001	c02522_NODE_25..	NODE_2522_length_12869_cov_8.208444	terpene	Terpene		
gb1_c02952_NODE_29...region001	c02952_NODE_29..	NODE_2952_length_11901_cov_20.660561	terpene	Terpene		
gb1_c03100_NODE_31...region001	c03100_NODE_31..	NODE_3100_length_11620_cov_5.352356	terpene	Terpene		
gb1_c03154_NODE_31...region001	c03154_NODE_31..	NODE_3154_length_11513_cov_15.285390	NRPS-like	NRPS		
gb1_c03196_NODE_31...region001	c03196_NODE_31..	NODE_3196_length_11427_cov_4.491910	terpene	Terpene		
gb1_c03379_NODE_33...region001	c03379_NODE_33..	NODE_3379_length_11096_cov_9.074178	NRPS-like	NRPS		
gb1_c03663_NODE_36...region001	c03663_NODE_36..	NODE_3663_length_10624_cov_26.273725	NRPS-like	NRPS		
gb1_c03667_NODE_36...region001	c03667_NODE_36..	NODE_3667_length_10620_cov_3.567250	NRPS-like	NRPS		
gb1_c03735_NODE_37...region001	c03735_NODE_37..	NODE_3735_length_10531_cov_79.086006	T3PKS	PKSother		
gb1_c03736_NODE_37...region001	c03736_NODE_37..	NODE_3736_length_10531_cov_7.998855	phosphonate	Others		
gb1_c03746_NODE_37...region001	c03746_NODE_37..	NODE_3746_length_10514_cov_6.250789	NRPS-like	NRPS		
gb1_c03755_NODE_37...region001	c03755_NODE_37..	NODE_3755_length_10501_cov_10.709458	NRPS-like	NRPS		
gb1_c03851_NODE_38...region001	c03851_NODE_38..	NODE_3851_length_10371_cov_6.394339	terpene	Terpene		
gb1_c03877_NODE_38...region001	c03877_NODE_38..	NODE_3877_length_10332_cov_3.875937	terpene	Terpene		
gb1_c03927_NODE_39...region001	c03927_NODE_39..	NODE_3927_length_10261_cov_4.655007	LAP	RiPPs		
gb1_c03956_NODE_39...region001	c03956_NODE_39..	NODE_3956_length_10229_cov_4.796049	NRPS-like	NRPS		
gb1_c04019_NODE_40...region001	c04019_NODE_40..	NODE_4019_length_10148_cov_6.168235	NRPS-like	NRPS		
gb1_c04111_NODE_41...region001	c04111_NODE_41..	NODE_4111_length_10020_cov_17.118414	terpene	Terpene		
gb1_c04238_NODE_42...region001	c04238_NODE_42..	NODE_4238_length_9872_cov_37.928695	NRPS-like	NRPS		
gb1_c04273_NODE_42...region001	c04273_NODE_42..	NODE_4273_length_9822_cov_4.505990	terpene	Terpene		
gb1_c04592_NODE_45...region001	c04592_NODE_45..	NODE_4592_length_9471_cov_6.444031	terpene	Terpene		
gb1_c04732_NODE_47...region001	c04732_NODE_47..	NODE_4732_length_9321_cov_6.889165	NRPS-like	NRPS		
gb1_c05179_NODE_51...region001	c05179_NODE_51..	NODE_5179_length_8872_cov_6.420211	terpene	Terpene		
gb1_c05399_NODE_53...region001	c05399_NODE_53..	NODE_5399_length_8664_cov_4.949007	betalactone	Others		
gb1_c05503_NODE_55...region001	c05503_NODE_55..	NODE_5503_length_8586_cov_2.758645	bacteriocin	RiPPs		
gb1_c05559_NODE_55...region001	c05559_NODE_55..	NODE_5559_length_8541_cov_4.740278	NRPS-like	NRPS		
gb1_c05630_NODE_56...region001	c05630_NODE_56..	NODE_5630_length_8488_cov_6.957073	lassopeptide	RiPPs		
gb1_c05860_NODE_58...region001	c05860_NODE_58..	NODE_5860_length_8276_cov_4.546162	terpene	Terpene		
gb1_c05950_NODE_59...region001	c05950_NODE_59..	NODE_5950_length_8199_cov_16.654961	T1PKS	PKSI		
gb1_c06231_NODE_62...region001	c06231_NODE_62..	NODE_6231_length_8011_cov_10.113248	NRPS-like	NRPS		
gb1_c06249_NODE_62...region001	c06249_NODE_62..	NODE_6249_length_8004_cov_2.894075	terpene	Terpene		
gb1_c06292_NODE_62...region001	c06292_NODE_62..	NODE_6292_length_7975_cov_7.327525	terpene	Terpene		
gb1_c06393_NODE_63...region001	c06393_NODE_63..	NODE_6393_length_7893_cov_3.600026	terpene	Terpene		
gb1_c06468_NODE_64...region001	c06468_NODE_64..	NODE_6468_length_7833_cov_8.796477	terpene	Terpene		
gb1_c06679_NODE_66...region001	c06679_NODE_66..	NODE_6679_length_7708_cov_11.249575	terpene	Terpene		
gb1_c06716_NODE_67...region001	c06716_NODE_67..	NODE_6716_length_7686_cov_6.785742	terpene	Terpene		
gb1_c07350_NODE_73...region001	c07350_NODE_73..	NODE_7350_length_7315_cov_6.698347	terpene	Terpene		
gb1_c07486_NODE_74...region001	c07486_NODE_74..	NODE_7486_length_7244_cov_5.429684	terpene	Terpene		
gb1_c07891_NODE_78...region001	c07891_NODE_78..	NODE_7891_length_7054_cov_4.079297	NRPS-like	NRPS		
gb1_c07944_NODE_79...region001	c07944_NODE_79..	NODE_7944_length_7025_cov_3.105022	LAP.thiopeptide	RiPPs		
gb1_c07947_NODE_79...region001	c07947_NODE_79..	NODE_7947_length_7023_cov_5.199914	bacteriocin	RiPPs		
gb1_c07991_NODE_79...region001	c07991_NODE_79..	NODE_7991_length_7004_cov_8.811340	arylpolyene	Others		
gb1_c08074_NODE_80...region001	c08074_NODE_80..	NODE_8074_length_6967_cov_4.613715	bacteriocin	RiPPs		
gb1_c08102_NODE_81...region001	c08102_NODE_81..	NODE_8102_length_6954_cov_10.383969	bacteriocin	RiPPs		
